title,author,price
 Photoshop平面设计案例教程,管学理 主编,¥15.30
 Access应用技术实验指导与实训（第二版）（21世纪高职高专新概念规划教材）,李禹生 等编著,¥11.50
 新手学网页设计完全学习宝典(赠光盘1张）,徐亮 主编,¥23.00
 计算机应用基础实验指导与习题集(第二版),"聂玉峰,李庆,",¥12.40
 Java Web开发案例课堂,刘玉红、侯永岗,¥44.50
 UG NX 8.0三维造型技能,宁佶,¥23.00
 神奇的中文版Photoshop CC 2017入门书,张松波,¥39.50
 Linux操作系统配置与管理项目化教程（高等职业教育“十三五”精品规划教材（计算机网络技术系列））,主编 白玉羚 刘金明 王鹏 副主编 罗大伟 刘志宝 齐宁 王珂,¥18.40
 Photoshop图像处理经典案例168例,北京日报出版社,¥40.80
 数据库应用技术,喻梅 编,¥21.00
 Struts2+Spring+Hibernate+MyBatis网站开发案例课堂,施俊、缪勇、李新锋,¥44.00
 Python程序设计教程（普通高等教育新工科人才培养规划教材（大数据专业））,"李治国,武春岭 编",¥15.60
 AutoCAD2020 机械设计课堂实录,邢蕾、姜东华、邱新伟,¥29.50
 普通高等教育“十二五”规划教材（高职高专教育） C#程序设计基础案例教程,密君英,¥16.00
 计算机基础实例教程,张春英 主编,¥13.00
 TMS320C674xDSP应用开发,汪安民 周慧 蔡湘平,¥27.00
 计算机控制技术,张燕红，张建生 主编,¥13.40
 AutoCAD 2016中文版室内装潢设计自学视频教程,CAD/CAM/CAE技术联盟,¥34.90
 Android应用开发项目实战（普通高等教育“十三五”规划教材（软件工程专业））,梁琨，朱冰鸿，郑灵芝，张翼英 著,¥13.80
 网页设计（DW/FL/PS）从新手到高手,杜慧、李世扬,¥47.00
 普通高等教育“十二五”规划教材 Pro/ENGINEER Wildfire 5.0中文版实用教程,肖乾 主编,¥16.50
 Google App Engine编程（Java版）,[美]Dan Sanderson（丹·桑德森）,¥31.00
 Python并行编程参考手册（影印版）,(意)吉安卡洛·扎克尼,¥31.60
 钣金展开实用技术手册（SolidWorks 2014版）（SolidWorks软件应用认证指导用书）,北京兆迪科技有限公司 编著,¥33.10
 普通高等教育“十二五”规划教材 辽宁省“十二五”普通高等教育本科省级规划教材 电气电子工程制图与CAD习题集（第二版）,高红，孙振东 主编,¥16.50
 动态网页设计与制作实用教程（第三版）（21世纪高等院校规划教材）,程伟渊//倪燃,¥16.10
 JSP程序设计,"主编蒋卫祥, 鲁来凤",¥19.00
 新编计算机文化基础（第七版）,李文华，胡华文 主编,¥16.10
 微机原理,艾德才 主编,¥11.00
 可编程序控制器应用技术及实训(代),杨敏，刘丹洁 主编,¥17.50
 Unity虚拟现实项目（影印版）,(美)乔纳森·林诺维斯,¥31.20
 Java程序设计教程,郭广军，刘安丰，阳西述 主编,¥20.10
 新编Visual FoxPro数据库与程序设计实验指导书——21世纪高等学校应用型规划教材,丁志云 主编,¥7.00
 Flash CS3动画设计标准教程,薛欣 编著,¥16.20
 中国政府网站建设与应用,陈小筑 主编,¥18.00
 3ds Max+Vray从入门到精通（铂金精粹版）（1DVD）,李有生//张迎甫//冯中强//郭克景//王春霞,¥33.50
 中文版Illustrator CS5平面设计实用教程（计算机基础与实训教材系列）,耿艺瑞，李静 编著,¥16.50
 计算机文化基础实训指导与习题解析(Office2007版),张晓瑷，胡晓鹏 主编,¥14.00
 Cryengine使用宝典（基础篇）,许仁杰编著,¥39.50
 Java EE轻量级框架应用与开发Spring+SpringMVC+MyBatis,任淑霞，张建军，陈香凝 编,¥26.00
 计算机基础实训与测试,张春英 主编,¥9.00
 轻松学电脑·淘宝开店做金冠,李珍珍主编,¥18.70
 疯狂Windows Server 2012 Hyper-V3.0实战虚拟化讲义,王伟任,¥51.80
 突破平面After Effects 2020特效设计与制作,沈洁 铁钟,¥34.50
 CorelDRAW X6从入门到精通（铂金精粹版）(1DVD)(畅销书升级，集合技术与案例精华，一学就会的CorelDR,胡广平,¥33.50
 SQL Server数据库及应用（第二版）(21世纪高等院校规划教材),贾振华 主编,¥15.60
 计算机视觉基础,[加] 詹姆斯·彼得斯（James F. Peters）著，章毓晋 译,¥49.00
 Photoshop视觉特效技术合成密码100+,张刚峰,¥34.50
 区块链技术开发指南,马兆丰 高宏民 彭雪银 孙嘉慧,¥49.40
 传媒信息安全技术,冯柳平,¥16.60
 Photoshop项目实训教程,李童 主编,¥23.00
 中文版InDesign CS5实用教程（计算机基础与实训教材系列）,彭飞 编著,¥17.50
 普通高等教育“十二五”规划教材 ＡutoCAD 2015实用教程（大量的应用实例，更加注重绘图方法与绘图技巧的讲解）,丁绪东 主编,¥24.50
 微型计算机原理与接口技术学习与实验指导（第二版）（21世纪高等院校规划教材）,杨立 主编,¥13.80
 计算机基础案例教程,陈平 主编,¥17.50
 大学计算机基础,科学出版社,¥25.30
 中文版 Illustrator从新手到高手完全技能进阶,北京日报出版社,¥19.10
 CAXA三维实体造型,沈敬 编,¥13.30
 Visual_Basic程序设计,范通让，王学军 主编,¥17.00
 TD-LTE系统原理与无线网络优化,窦中兆 王公仆 冯穗力,¥39.50
 中文版Dreamweaver CS6标准教程,朱印宏,¥22.00
 微机原理与接口技术,"方红,唐毅谦 编",¥15.30
 中文版AutoCAD 2014实用教程（计算机基础与实训教材系列）,王征//刘振宇,¥19.00
 HTML5+ CSS3+JavaScript 网页设计实战（视频教学版）,常新峰 王金柱,¥39.50
 中文版AutoCAD 2016室内设计从入门到精通,王栋、李晶璐 著,¥34.50
 PHP 7动态网站开发案例课堂（第2版）,刘春茂,¥34.50
 计算机网络基础教程 (21世纪高等院校规划教材),李云峰，李婷 编著,¥13.80
 AutoCAD 2008（中文版）实用教程,北京理工大学出版社,¥16.80
 单片机应用技术及其项目化训练,李庭贵 主编,¥15.30
 过程控制系统设计,"董玲娇,",¥14.00
 设计殿堂(工业设计系列)--范例学AutoCAD 2009建筑设计(附CD),楚天科技 编著,¥22.50
 计算机网络基础（第二版）,赵伟 主编,¥12.00
 微型计算机原理、单片机原理与接口技术,王婷婷，杨宇，马伟 主编,¥22.80
 大学计算机基础实践指导与习题,罗二平，舒期梁 主编,¥12.50
 AutoCAD 2009 中文版机械制图案例教程 (21世纪高职高专案例教程系列),战冬梅，张蕾 主编,¥15.30
 计算机基础实用教程（上、下册）,蒋蒙安，吉雪峰 主编,¥28.30
 Dreamweaver_CS3网页制作与实训,"张学义,",¥12.90
 Web前端项目开发实践教程,李鸿君，陈品华,¥20.20
 微机原理与汇编语言程序设计（第二版）（21世纪高等院校规划教材）,荆淑霞 主编,¥16.60
 Visual Basic 程序设计 (普通高等教育“十二五”规划教材),白金牛，李慧萍，邢俊凤 主编,¥15.20
 C语言程序设计,贾玉锋，李桂红,¥12.90
 图像对象层次的遥感影像分析,科学出版社,¥24.80
 基于JAVA的面向对象开发技术,中国财富出版社,¥14.40
 C#程序设计案例教程(吕树进),吕树进 等编著,¥16.10
 数据结构,安徽大学出版社,¥14.60
 微机原理与接口技术实验,吴涤，陈添丁 编著,¥6.70
 会计信息系统理论与实务,李宗民 主编,¥12.50
 Mastercam_X6数控加工范例教程(第二版),褚守云 著,¥17.50
 C语言程序设计（高等职业教育“十三五”规划教材（网络工程课程群））,主编 杨娟 万青 副主编 谢先伟 吴畏 段萍,¥17.50
 建筑电气与智能化系列 建筑电气CAD实用教程,王佳 编,¥12.60
 51单片机自学笔记（第3版）,北京航空航天大学出版社,¥39.50
 Visual_Basic程序设计习题与上机指导,高巍，张立忠，张丽秋 主编,¥15.00
 MongoDB数据库实战,天津滨海迅腾科技集团有限公司 编,¥29.50
 全通用管理信息处理系统实战指南 (全通用管理信息处理系统丛书),郭星明 著,¥19.10
 计算机应用基础(代),李佳 主编,¥19.00
 AutoCAD 2012 中文版从入门到精通,王鸿钧,¥17.10
 中文版CoreIDRAW图形设计经典培训教程,上海科学普及出版社,¥12.80
 C语言程序设计实践教程,夏欣,¥14.40
 AutoCAD_2008中文版机械制图(CD),"方意琦,",¥19.30
 C语言程序设计实训指导,《C语言程序设计实训指导》编写委员会 编,¥10.80
 Google App Engine编程（影印版）,（美）桑德森 著,¥28.30
 遥感原理及遥感信息分析基础,刘吉平 主编，郑永宏，周伟 副主编,¥20.10
 普通高等教育“十二五”规划教材 AutoCAD 2010 机械制图及上机指导,"编著张琳, 马晓丽",¥13.50
 深度学习——从神经网络到深度强化学习的演进,魏翼飞、汪昭颖、李骏,¥44.50
 人工智能-源自.挑战.服务人类,陈万米，汪镭，徐萍，司呈勇,¥32.60
 嵌入式Linux系统设计(十一五),郑灵翔,¥20.70
 计算思维之程序设计,沈军,¥37.40
 ARM Cortex-A8嵌入式系统开发与实践--WinCE与Android平台 (赠1DVD)(电子制品DVD-ROM,上海怡鼎信息科技有限公司等,¥21.60
 遨游数字时代——全球IT高管网络安全秘籍,[美]Palo Alto Networks 编,¥42.20
 Android App开发者必修16堂课,赵令文 著,¥44.00
 工作场所中的互联网,（美）华莱士 著，王思睿，印童 译,¥19.20
 三维动画设计——动作设计,邓诗元，赖义德 编著,¥20.10
 Dreamweaver CS6 网页设计与制作,杨宇虹，张会展 著,¥17.50
 土木工程CAD教程（应用型高等院校改革创新示范教材）,主编 董强 刘勇 副主编 王留 赵晓华 张春娥 主审 王保群,¥21.20
 中文版Illustrator CS3完全攻略,李东博 编著,¥20.20
 平面转达设计,袁静，姬长武 编著,¥18.20
 中小型局域网组建与实训,祝朝映 编,¥14.70
 网上购物,晶辰创作室 王农基 杨志凌,¥23.00
 IT资源原理,（美）拉夫曼 主编,¥28.70
 AutoCAD_2008中文版三维造型案例教程,朱慧霞 主编,¥12.00
 电算化会计实务(代)(含光盘),王丽云，胡章田 主编,¥12.00
 普通高等教育“十二五”规划教材（高职高专教育） C语言程序设计项目教程,姚宏坤，左红岩，韩建成 编,¥13.50
 会声会影X9 视频编辑与制作（第2版）,智云科技,¥39.50
 虚拟现实（VR）基础建模实例教程（普通高等教育新工科人才培养规划教材（虚拟现实技术方向））,"刘琳,刘明,牟向宇 等",¥35.90
 软件原型设计与应用基于Axure RP 8 交互设计项目实战,南开大学出版社,¥29.70
 Illustrator平面与动画设计,郑俊皇 主编,¥20.10
 5G应用从入门到精通,苏秉华、吴红辉、滕悦然 编著,¥34.00
 深入浅出设计模式（影印版）,[美]Eric Freeman,¥66.20
 Flash动画制作(第二版),江华伟，郑东营 主编,¥14.90
 计算机控制技术,额尔和木图，王亚军 主编,¥17.70
 AutoCAD 2009中文版建筑制图实例教程,方晨 编著,¥11.90
 Java程序设计,李春青，张建军，陈香凝，王佳欣 编,¥28.00
 AutoCAD2018教程与实训,天津大学出版社,¥19.00
 构建家庭娱乐平台,晶辰创作室 刘敏利 王义平,¥23.00
 Photoshop CS6中文版基础培训教程,亿瑞设计,¥29.90
 数字影音编辑与合成：Premiere Pro CS6,赵淑娟,¥10.00
 C语言程序设计案例教程,科学出版社,¥17.90
 Dreamweaver CC中文版从入门到精通（1DVD）,胡崧 著作,¥33.50
 炫动我心CorelDRAW X3 中文版视觉艺术完美表现 (含1CD),览众 等编著,¥18.70
 热门电脑丛书《如何从因特网上下载数据》（修订版）,晶辰创作室 编著,¥6.70
 MCS-51单片机应用实验教程(新世纪应用型高等教育电子信息类课程规划教材),陈育斌 主编,¥14.30
 工业机器人,蒋刚 等编著,¥13.40
 计算机应用基础项目实训与习题集(全国高职高专“十二五”规划教材),林成立 主编,¥10.10
 C#从入门到精通（微视频精编版）,明日科技,¥49.90
 Premiere Pro CC 2015影视编辑 从新手到高手,张书艳 张亚利,¥29.90
 计算机图形图像处理—Photoshop_CS4技能应用教程(CD),王铁军，邓昌文 主编,¥17.50
 Docker虚拟化技术入门与实战,天津滨海迅腾科技集团有限公司 编,¥29.50
 Linux操作系统基础及实验指导教程（普通高等教育“十三五”规划教材（网络工程专业））,黄卫东，张岳，史士英 著,¥17.50
 网络工程,赵小明 主编,¥17.00
 给所有人的Python(第4版),柴田淳,¥34.50
 VIP-Dreamweaver CS4中文版入,张波，王海峰，李绍勇 编著,¥19.40
 新编大学计算机基础——实验教程,高巍，王淮中，张颜 编,¥18.40
 计算机应用基础项目教程（2）,山东人民出版社,¥17.10
 Access 2010数据库原理及应用(修订版）,"聂玉峰,",¥20.20
 Jakarta Commons经典实例（影印版）,（美）奥布赖恩 著,¥32.60
 Visual C#程序设计实用教程（计算机基础与实训教材系列）,杨建军 编著,¥18.00
 财务会计软件使用,袁伟东 主编,¥13.90
 网络操作系统原理与实训教程,周鑫 彭丽娟 著作,¥17.90
 可视化程序设计―Visual FoxPro实训（第3版）,科学出版社,¥13.50
 新编Visual FoxPro数据库程序设计实用教程（经管类）,金一宁,¥18.50
 Creo2.0项目化教程（本书配DVD光盘）,邓先智，刘幼萍 主编,¥32.60
 Web UI前端框架应用与开发——JQuery+BootStrap,杨晓光，何晶，李春青 编,¥24.00
 计算机导论 (第四版)(21世纪高等院校计算机系列规划教材),王岳斌，杨克昌 主编,¥14.70
 小型嵌入式系统设计原理,陈耀华 主编,¥12.40
 普通高等教育“十二五”规划教材 C语言程序设计(第二版),李新华 等,¥19.00
 程序设计基础——基于问题情景的C语言实践教程,张克军 主编,¥20.00
 Visual_FoxPro程序设计教程(第二版),科学出版社,¥17.90
 软件需求(第2版),刘伟琴,¥29.50
 APP蓝图——Axure RP7.0移动互联网产品原型设计,吕皓月 编著,¥34.50
 TensorFlow智能移动项目（影印版）,[美] 杰夫·唐 著,¥47.00
 计算机网络技术及应用 (第二版)(21世纪高等院校规划教材),刘永华 等编著,¥13.30
 少儿编程思维教育读物——Scratch2创新之旅 基础篇,李陆 编,¥9.90
 信息时代与信息产业/科技前沿书系,邓鸥，邓鹍 著,¥6.70
 大学计算机基础实训教程,赵杰，曹望成，马弘伟 主编,¥11.00
 互联网新思维,赵斌，许苏 编著,¥15.70
 数据库应用基础—SQL Server 2008,刘涛 主编,¥17.50
 计算机应用基础实验指导（第二版）,科学出版社,¥8.30
 数字时代的虚与实,陆韦名,¥20.20
 《计算机应用基础》（工商类）,"田启明,",¥19.30
 Unity 2018 AR与VR开发快速上手,吴雁涛,¥64.50
 分段递进学习VB2005,胡珉，喻钢，卞亦文，林斌 编著,¥21.60
 Photoshop CC 特效设计经典228例,李伟//彭超//吴丹,¥43.10
 热门电脑丛书《如何用电脑编排图文并茂的书刊》,晶辰创作室 编著,¥9.30
 交互动画设计：Zbrush+Autodesk+Unity+Kinect+Arduino三维体感技术整合(赵杰),赵杰、董海山 著,¥39.50
 网络信息安全技术概论(第二版),吕林涛 著,¥17.50
 计算机网络技术(第二版),张蒲生，等,¥12.90
 中国互联网文化产业报告2017,浙江工商大学出版社,¥24.30
 CAD技术及其应用（MATLAB版）,刘浩 刘胜兰 张臣,¥24.00
 MATLAB数字图像处理 ——从仿真到C/C++代码的自动生成,赵小川，赵斌 编著,¥22.50
 MCS-51单片机项目教程,艾运阶 主编,¥16.80
 计算机应用基础,"宋益众,",¥25.00
 信息无障碍支持体系研究,赵英，赵媛 著,¥18.20
 HTML5应用编程（影印版）,(美)凯西恩,¥15.30
 Adobe Illustrator CC课堂实录,汪可 许歆云,¥39.50
 C程序设计基础教程,陈章进 主编,¥17.20
 数字图像处理与分析（第3版）,杨帆 编著,¥24.50
 物联网系统开发及应用实战,陈勇 等编著,¥20.60
 ASP+Dreamweaver动态网站开发(第2版),孙更新、宾晟、李晓娜,¥39.00
 VISUAL FOXPRO 程序设计实用教程,康萍 著,¥15.30
 过程控制系统安装(曹亚静),"曹亚静 主编,曹旭 副主编",¥12.00
 计算机办公自动化应用教程,李殿勋 编著,¥17.20
 计算机应用基础教程,吉伟，钱宏 主编,¥16.00
 HTML5+CSS3+JavaScript网页设计入门与应用,刘爱江、靳智良,¥34.00
 SQL Server 2008 数据库基础,芮素娟 主编,¥13.90
 Photoshop CS4 完全自学教程 (赠1DVD)(电子制品DVD-ROM),力行工作室 编著,¥26.80
 大学计算机,王观玉，周力军，杨福建,¥22.50
 UG计算机辅助设计,唐立山 编著,¥13.80
 动态网页设计基础教程,胡杰，王风茂，米昶 编著,¥16.50
 高手点拨--Photoshop CS4 四大核心技术（赠1DVD 电子制品DVD-ROM）万水图形图像金手指系列,马明慧 编著,¥31.20
 自然语言标注——用于机器学习（影印版）,(美)普斯特若夫斯基,¥25.90
 动画与影视后期制作—After Effects CS4技能应用教程,张治平，王铁军 著,¥18.40
 职场小白的Excel商务应用秘籍+职场精英Excel效率倍增手册（套装2册）,[日]日经PC21 编，[日]日花弘子 [日]尾崎裕子 著,¥75.70
 C 语言程序设计上机指导与习题解答 (第二版)(普通高等教育“十二五”规划教材),任正云，李素若，赖玲 主编,¥14.70
 电子商务与网络安全,宋梦华 主编,¥10.00
 After Effects CC 影视特效及商业栏目包装案例100+,张刚峰,¥34.50
 自动控制原理与系统(代)(本),程丽平 主编,¥14.00
 单片机应用技术入门,吉红，刘彦磊、宿曼 主编,¥19.50
 单片机使用速成（附光盘）,张剑平，黄刚 著,¥17.50
 机电设备控制技术,江静 主编,¥19.50
 计算机应用基础案例教程,许勇 主编,¥17.40
 办公软件应用,赖小华 等主编,¥11.50
 sketchUp建筑室内外表现高级教程（由湖北经济学院艺术学院设计系主任陈国俊特别制作的一本以案例讲解为主的Sketch,陈国俊 编,¥20.40
 网络设备配置与管理（普通高等教育“十三五”规划教材——软件工程专业）,杨玥 主编,¥13.80
 多媒体应用技术,张鹤峰 编著,¥13.00
 中文版Photoshop创意特效经典实录228例（全彩印刷多媒体光盘）,卓文 著,¥45.60
 互联网扶贫书,中国华侨出版社,¥14.00
 从零起步学编程 Python篇+Java篇+C#篇+CSS篇 套装全4册,[新加坡]Jamie Chan（杰米·陈）,¥75.00
 Premiere Pro CS6中文版标准教程（配光盘）（清华电脑学堂）,黄薇 等,¥19.90
 中文版Flash从零开始完全精通（赠光盘）,柏松 主编,¥43.20
 Web 数据库程序设计 (国家示范(骨干)高职院校重点建设专业优质核心课程系列教材),吕阿璐 主编,¥13.80
 ARM嵌入式系统基础,蒋晓宁//王粤//甘志刚 著作,¥22.00
 Illustrator CC 中文版平面设计与制作（微课版）,李军,¥44.50
 JSP程序设计实用教程（第二版）（21世纪高等学校精品规划教材）,梁建武 主编,¥16.10
 大学计算机信息技术实训教程,尹静，李海，刘思平 编著,¥14.90
 计算机应用基础项目实训与习题集（第三版）（21世纪高职高专创新精品规划教材）,张云青，王辉，王石光主编 著,¥11.00
 网页制作拍档四合一完全自学手册（附光盘）,居维玲 主编,¥19.10
 VIP-Visual Basic程序设计基础教程,王萍，聂伟强 主编,¥11.30
 新手学Photoshop图像处理（赠光盘一张）,博智书苑 等编,¥32.60
 大学计算机基础实验指导与习题集,宋绍成，王冬梅 主编,¥11.50
 大学计算机基础与计算思维,科学出版社,¥16.10
 C语言程序设计,周雯 主编,¥19.00
 微型计算机原理及接口技术（包含实训教程共两册）（第三版）,科学出版社,¥29.00
 UML 2与Rose建模从入门到精通,李 波 史江萍 杨弘平 吕海华 代 钦,¥34.50
 基于用户体验的医学健康网站可用性研究,董伟,¥14.40
 Photoshop CS4中文版实例教程,方晨 编著,¥11.90
 数据库技术（第二版）——Access 2010及其应用系统开发（ 应用技术型高等教育“十二五”规划教材）,李禹生 等编著,¥16.60
 操作系统,"戴仕明,",¥27.10
 可编程控制器应用技术,姜广政，陈军 主编,¥11.50
 微信小程序贯穿式项目实战 - 微课视频版,兰红、曾鹏程、管希东,¥44.90
 VIP-电脑常用工具软件技巧总,费一峰 编著,¥14.80
 Word/Excel/PPT 2013办公应用从入门到精通,崔晶,¥23.90
 单片机应用技术项目教程,潘定远，郭稳涛 主编,¥18.70
 3ds Max游戏设计师经典课堂,"上官大堰,索文 编著",¥34.50
 计算机组装与维护(夏取权),夏取权，凌波 主编,¥13.40
 HTML5+CSS3+JavaScript案例实战,丁亚飞 薛?D,¥59.50
 Flash CC中文版动画设计与制作,文杰书院,¥24.90
 浙江大学信息安全本科专业培养体系,任奎,¥34.50
 网络安全教育读本·家长卷,吕毅然,¥10.50
 网络技术综合实训教程,肖建良 主编,¥13.70
 程序设计基础教程(C语言版),黄思先，刘必雄 编,¥19.80
 计算机常用工具软件教程 (21世纪高等院校创新精品规划教材),陈建国，胡志惠 主编,¥12.90
 AutoCAD2010实用教程,温够萍 主编,¥23.90
 计算机应用基础（Windows XP+Office 2003）（全国高职高专“十二五”规划教材）,王向慧 ，康秀兰 主编,¥15.60
 AutoCAD2015/ArcGIS/PS/SU 城市规划计算机辅助设计综合实践,聂康才 等编著,¥29.50
 计算机应用基础,杨钢 主编,¥18.70
 C语言程序设计(含实验指导与习题),金龙海，李聪 主编,¥27.50
 信息论与编码简明教程,严军 张祥莉 黄田野,¥18.90
 PLC技术基础与编程实训（第三版）,"许孟烈,卢波,",¥22.50
 微机组装与维护教程,路松行,¥16.20
 深度学习:从Python到TensorFlow应用实战,叶虎,¥34.90
 网电空间安全：公共部门的威胁与响应,(美) Kim Andreasson著,¥39.00
 计算机组装与维护项目教程,杨鹏，卢秋根 主编,¥12.60
 AutoCAD建筑设计与绘图实用教程(2012版)学习指导与实践 (21世纪高等学校精品规划教材),曾刚，曹学强 主编,¥10.10
 动画与影视后期制作—After_Effects_CS4技能应用教程(CD),王铁军 主编,¥13.80
 计算机中文信息处理规范和应用指南,蒋贤春，翟喜奎 主编,¥29.00
 大学计算机基础教程,杨俊，金一宁，韩雪娜 著,¥22.50
 《AutoCAD工程制图实训教程》,贾荣玉,¥21.60
 Access_2010数据库原理及应用,聂玉峰，勾频，熊军 主编,¥17.00
 网络编程实验指导书,赵文栋\\徐正芹\\李艾静... 编,¥20.60
 平面图形图像处理,李锡泽，程代芬，王洪波 主编,¥39.60
 计算机测绘程序设计,赵淑湘 主编,¥18.20
 移动商务项目实战——墨刀+AppCan+微信小程序（微课视频版）,张萍 陈永运 编著,¥39.90
 Visual_Basic程序设计,刘必雄 编著,¥17.50
 单片机技术,中国财富出版社,¥15.30
 实用数据库技术,王振海 主编,¥11.20
 智能终端跨平台开发,李晨,¥29.00
 数据恢复实训教程,李剑勇 主编,¥13.30
 CSS3+DIV网页样式与布局案例课堂（第2版）,刘春茂,¥44.50
 Visual_FoxPro数据库程序设计实用实践教程,高昱，张筠莉，韩智涌 主编,¥13.80
 VIP-CorelDRAW X3中文版入门与提高（入门与提高丛书）,张艳钗，邓龙裕，王宪荣 编著,¥15.20
 办公自动化实训案例教程,科学出版社,¥17.50
 多媒体课件制作实用技术,杜祖平 编著,¥16.20
 计算机基础上机实验与习题——21世纪高等学校系列计算机规划教材,崔亚量 主编,¥8.10
 大数据时代的仿真系统设计--水平定向钻管道铺设优化仿真系统研究,中国地质大学出版社,¥22.50
 嵌入式软件设计与应用,文全刚，王艺璇，陈红玲 主编,¥26.00
 “十三五”普通高等教育本科规划教材 C语言程序设计习题解答与上机指导(第二版),李新华，梁栋 编著,¥15.00
 C++面向对象程序设计(代),徐孝凯，张纪勇 主编,¥19.50
 计算机应用能力实训教程,张晓云 主编,¥14.30
 VIP-AutoCAD 2011建筑制图基础（配光盘）,二代龙震工作室 编著,¥22.60
 遇见合成——After Effects CC基础教程(上),孙政,¥15.00
 C 语言程序设计实验与实训教程 (普通高等教育“十二五”规划教材),羊四清，袁辉勇 主编,¥7.40
 《计算机应用基础》（财会类）,谢梅源,¥17.00
 Auto CAD建筑制图技术与项目实践,杨洁 主编,¥10.00
 人人都是设计工程师——AutoCAD从入门到精通,王姬,¥16.50
 构建体验新框架：人性化·智能化·平台化,胡晓,¥64.50
 Python入门很轻松（微课超值版）,云尚科技,¥39.90
 计算机应用基础教程(21世纪高职高专创新精品规划教材),李久仲，贺秋芳，汪清明 主编,¥13.70
 SQL_Server实例教程（2008版）（修订版）,"曹起武,",¥17.90
 21世纪高等学校规划教材 Pro/Engineer Wildfire 3.0案例精讲,肖乾，杨迎新 主编,¥14.00
 标引语言和标引方法基础教程,陈志新，李晓娟 编著,¥17.50
 计算机应用技术与实践——能力训练教程,科学出版社,¥20.20
 3ds Max辅助园林制备(第2版)(含光盘),徐峰,¥19.00
 苹果计算机应用软件,孙福波,¥12.60
 中小型网络安全管理与维护 (国家精品课程配套教材系列),姚奇富 主编,¥12.90
 计算机应用案例教程,科学出版社,¥22.10
 大学计算机基础教程(第二版),王会燃，薛纪文,¥15.20
 C语言入门很轻松（微课超值版）,云尚科技,¥34.90
 互联网教育从入门到精通,滕悦然 编著,¥34.00
 计算机基础实例教程(全国高职高专“十二五”规划教材),张海文 主编,¥16.60
 激漫8：轻松简单！用电脑绘制漫画,（日）美术出版社 著,¥14.30
 中文版Maya 2017完全实战技术手册,来阳 姜珊珊,¥44.00
 “互联网+政务服务”一体化建设及改革实践,山东大学出版社,¥34.00
 网页设计教程,裴献 主编,¥16.50
 Bootstrap与jQuery UI框架设计（前端开发工程师系列）,肖睿、吴振宇主编,¥14.40
 网络信息系统生存性增强技术研究,王莉 著,¥9.60
 中文版CorelDRAW 服装设计课堂实录 配光盘 课堂实录,李红萍 编著,¥24.50
 .NET框架程序设计（普通高等应用型院校“十二五”规划教材）,胡晓宏，薛京丽 主编,¥13.80
 Flash_CS3动画制作项目教程（CD）,"汪磊,",¥17.90
 Access数据库技术及应用,吕英华 主编,¥17.00
 IDS与集外字处理方法研究,肖禹 著,¥34.00
 AutoCAD 2014中文版电气设计教程（配光盘）（CAD/CAM/CAE基础与实践）,张云杰，郝利剑 著,¥24.00
 大学计算机基础教程,杨俊，金一宁，韩雪娜 主编,¥17.90
 网页设计与制作,李卫东,¥10.70
 VIP-Excel 2003企业管理与应用（配光盘）（办公专家职业实训丛书）,施博客研究室 编著,¥16.40
 计算机应用基础,张启英,¥17.50
 计算思维与大学计算机基础,李昊 编,¥22.50
 Spring Cloud 微服务开发实战-微课视频版,吴胜,¥24.90
 Photoshop全面掌握,赵秀芳，路永，张艳红 主编,¥26.40
 ASP.NET2.0网络数据库开发技术及典型实例(代),张荣新 主编,¥16.00
 计算机网络基础教程（技能型人才培养特色名校建设规划教材）,赵志茹//张尼奇//王宏斌,¥19.30
 项目驱动——多媒体动画设计与制作教程（Flash CS5版）（国家示范（骨干）高职院校重点建设专业优质核心课程系列教材）,牟向宇，杨丽芳 主编,¥17.50
 C语言课程设计案例精编/万水课程设计丛书,郭翠英 等编著,¥12.00
 无线嵌入式互联网,杨博雄 著,¥13.90
 网站运营直通车——7天精通SEO（白金版）,吴伟定、姚金刚、周振兴、吕令建,¥34.50
 互联网图像处理与过滤技术,万月亮,¥21.00
 智能车编程入门——基于蓝宙图形化编程平台,张中华,¥9.50
 PHP经典实例（影印版）,"斯克拉,切贝特伯格 著",¥47.50
 C语言程序设计(第二版),科学出版社,¥18.90
 C语言程序设计,化学工业出版社,¥22.50
 3ds Max 2016中文版从入门到精通,亿瑞设计,¥64.00
 电路设计PROTEL（代）,孙惠芹 主编,¥13.50
 Photoshop 2020图像处理入门到精通,李姝博,¥59.00
 大学计算机应用基础教程实验指导,王瑛淑雅，舒望皎 主编,¥10.70
 南亚国家网络信息检索导论,何杰,¥31.20
 机电一体化技术应用丛书机电控制技术,尚涛 主编,¥17.50
 云原生开发(影印版),"Boris,Scholl,Trent,Swanson,",¥37.40
 传感器与检测技术,科学出版社,¥11.00
 自动控制原理,王艳华 主编,¥10.30
 新编计算机应用基础,徐秀勤 主编,¥15.80
 渲染王3ds max/VRay建筑表现全模型渲染技术精粹,来阳,¥39.50
 电脑办公一本精,李全红 编著,¥10.90
 Visual FoxPro程序设计教程/高校计算机基础教材系列丛书,匡松 主编,¥11.90
 Maya 2016中文版标准教程,睢丹 等,¥19.90
 突破平面Photoshop CC 2015设计与制作深度剖析,李金蓉,¥34.50
 AutoCAD 2010中文版电气设计基础教程（配光盘）（CAD/CAM/CAE基础与实践）,张云杰 邱慧芳,¥24.00
